Time,THERMAL ZONE 3:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 1:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1::Des Sens Cool Load [W],THERMAL ZONE 1:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1::Des Cool Mass Flow [kg/s],THERMAL ZONE 2:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2::Des Sens Cool Load [W],THERMAL ZONE 2:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2::Des Cool Mass Flow [kg/s],THERMAL ZONE 5:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
11:30:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,7.147517E+02,4.474307E-01,5.002047E-02 
11:45:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,5.937139E+02,4.474307E-01,4.154996E-02 
12:00:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,4.196671E+02,4.474307E-01,2.936966E-02 
12:15:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,2.501012E+02,4.474307E-01,1.750292E-02 
12:30:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,1.076501E+02,4.474307E-01,7.533723E-03 
12:45:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,1.990502E+01,4.474307E-01,1.393026E-03 
13:00:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
13:15:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
13:30:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
13:45:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
14:00:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
14:15:00,7.309106E+03,6.323872E+00,4.479886E-01,4.428877E-04,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
14:30:00,7.309106E+03,1.535345E+01,4.479886E-01,1.074935E-03,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
14:45:00,7.309106E+03,1.960933E+01,4.479886E-01,1.372779E-03,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
15:00:00,7.309106E+03,1.960933E+01,4.479886E-01,1.372779E-03,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,6.976749E+01,4.479919E-01,4.889145E-03,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
15:15:00,7.309106E+03,1.328546E+01,4.479886E-01,9.298909E-04,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,2.669972E+02,4.479919E-01,1.869215E-02,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
15:30:00,7.309106E+03,4.255882E+00,4.479886E-01,2.978436E-04,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,4.879274E+02,4.479919E-01,3.415339E-02,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
15:45:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,7.931189E+02,4.479919E-01,5.551139E-02,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
16:00:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,1.095570E+03,4.479919E-01,7.667077E-02,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
16:15:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,1.326735E+03,4.479919E-01,9.284760E-02,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
16:30:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,1.579235E+03,4.479919E-01,1.105179E-01,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
16:45:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,1.780396E+03,4.479919E-01,1.245954E-01,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
17:00:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,1.934167E+03,4.479919E-01,1.353567E-01,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
17:15:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,2.036397E+03,4.479919E-01,1.425114E-01,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
17:30:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,2.082478E+03,4.479919E-01,1.457367E-01,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
17:45:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,2.062559E+03,4.479919E-01,1.443433E-01,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
18:00:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,1.976379E+03,4.479919E-01,1.383127E-01,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
18:15:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,1.824777E+03,4.479919E-01,1.277036E-01,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
18:30:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,1.612684E+03,4.479919E-01,1.128610E-01,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
18:45:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,1.371088E+03,4.479919E-01,9.595352E-02,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
19:00:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,1.071714E+03,4.479919E-01,7.500243E-02,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
19:15:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,7.241091E+02,4.479919E-01,5.067585E-02,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
19:30:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,4.166911E+02,4.479919E-01,2.916162E-02,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
19:45:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,1.718539E+02,4.479919E-01,1.202699E-02,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
20:00:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,3.141843E+01,4.479919E-01,2.198785E-03,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
20:15:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
20:30:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
20:45:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
21:00:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
21:15:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
21:30:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
21:45:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
22:00:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
22:15:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
22:30:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
22:45:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
23:00:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
23:15:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
23:30:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
23:45:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
24:00:00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,0.000000E+00,4.479919E-01,0.000000E+00,7.300004E+03,0.000000E+00,4.474307E-01,0.000000E+00 
Peak,7.309106E+03,1.960933E+01,4.479886E-01,1.372779E-03,3.031713E+04,0.000000E+00,1.858193E+00,0.000000E+00,7.309106E+03,0.000000E+00,4.479886E-01,0.000000E+00,7.309161E+03,2.082478E+03,4.479919E-01,1.457367E-01,7.300004E+03,8.439404E+02,4.474307E-01,5.906121E-02 

Peak Vol Flow (m3/s),,,3.720764E-01,1.140160E-03,,,1.543320E+00,0.000000E+00,,,3.720764E-01,0.000000E+00,,,3.720792E-01,1.210415E-01,,,3.716130E-01,4.905321E-02 
