Time,THERMAL ZONE 5:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4::Des Sens Cool Load [W],THERMAL ZONE 4:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4::Des Cool Mass Flow [kg/s],THERMAL ZONE 2:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 1:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
11:30:00,1.860182E+04,6.868645E+03,1.140140E+00,4.806761E-01,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,1.155151E+04,1.140140E+00,8.084211E-01,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
11:45:00,1.860182E+04,7.918360E+03,1.140140E+00,5.541373E-01,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,9.935235E+03,1.140140E+00,6.953076E-01,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
12:00:00,1.860182E+04,8.822276E+03,1.140140E+00,6.173974E-01,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,8.099966E+03,1.140140E+00,5.668682E-01,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
12:15:00,1.860182E+04,9.591802E+03,1.140140E+00,6.712543E-01,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,6.386600E+03,1.140140E+00,4.469599E-01,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
12:30:00,1.860182E+04,1.022859E+04,1.140140E+00,7.158236E-01,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,4.955061E+03,1.140140E+00,3.467751E-01,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
12:45:00,1.860182E+04,1.073484E+04,1.140140E+00,7.512568E-01,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,3.940050E+03,1.140140E+00,2.757406E-01,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
13:00:00,1.860182E+04,1.111258E+04,1.140140E+00,7.776964E-01,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,3.317241E+03,1.140140E+00,2.321539E-01,1.875572E+04,4.319025E+02,1.149573E+00,3.048655E-02,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
13:15:00,1.860182E+04,1.136219E+04,1.140140E+00,7.951682E-01,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,2.861685E+03,1.140140E+00,2.002722E-01,1.875572E+04,1.537678E+03,1.149573E+00,1.078724E-01,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
13:30:00,1.860182E+04,1.148412E+04,1.140140E+00,8.037024E-01,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,2.534350E+03,1.140140E+00,1.773640E-01,1.875572E+04,2.995424E+03,1.149573E+00,2.098872E-01,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
13:45:00,1.860182E+04,1.147744E+04,1.140140E+00,8.032353E-01,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,2.283701E+03,1.140140E+00,1.598226E-01,1.875572E+04,5.024731E+03,1.149573E+00,3.518998E-01,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
14:00:00,1.860182E+04,1.133970E+04,1.140140E+00,7.935967E-01,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,2.084681E+03,1.140140E+00,1.458943E-01,1.875572E+04,7.094965E+03,1.149573E+00,4.965142E-01,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
14:15:00,1.860182E+04,1.106476E+04,1.140140E+00,7.743556E-01,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,1.918077E+03,1.140140E+00,1.342347E-01,1.875572E+04,8.925816E+03,1.149573E+00,6.246361E-01,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
14:30:00,1.860182E+04,1.064754E+04,1.140140E+00,7.451573E-01,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,1.772475E+03,1.140140E+00,1.240450E-01,1.875572E+04,1.080734E+04,1.149573E+00,7.563082E-01,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
14:45:00,1.860182E+04,1.008344E+04,1.140140E+00,7.056790E-01,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,1.639236E+03,1.140140E+00,1.147204E-01,1.875572E+04,1.248471E+04,1.149573E+00,8.736979E-01,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
15:00:00,1.860182E+04,9.370299E+03,1.140140E+00,6.557710E-01,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,1.511763E+03,1.140140E+00,1.057993E-01,1.875572E+04,1.401542E+04,1.149573E+00,9.808268E-01,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
15:15:00,1.860182E+04,8.511486E+03,1.140140E+00,5.956679E-01,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,1.384131E+03,1.140140E+00,9.686704E-02,1.875572E+04,1.538363E+04,1.149573E+00,1.076587E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
15:30:00,1.860182E+04,7.523985E+03,1.140140E+00,5.265587E-01,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,1.252282E+03,1.140140E+00,8.763974E-02,1.875572E+04,1.656953E+04,1.149573E+00,1.159587E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
15:45:00,1.860182E+04,6.448820E+03,1.140140E+00,4.513144E-01,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,1.113093E+03,1.140140E+00,7.789869E-02,1.875572E+04,1.755474E+04,1.149573E+00,1.228541E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
16:00:00,1.860182E+04,5.395738E+03,1.140140E+00,3.776154E-01,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,9.642455E+02,1.140140E+00,6.748178E-02,1.875572E+04,1.832551E+04,1.149573E+00,1.282487E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
16:15:00,1.860182E+04,4.368243E+03,1.140140E+00,3.057072E-01,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,8.079302E+02,1.140140E+00,5.654221E-02,1.875572E+04,1.887745E+04,1.149573E+00,1.321117E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
16:30:00,1.860182E+04,3.442902E+03,1.140140E+00,2.409481E-01,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,6.375385E+02,1.140140E+00,4.461751E-02,1.875572E+04,1.916156E+04,1.149573E+00,1.341002E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
16:45:00,1.860182E+04,2.659174E+03,1.140140E+00,1.860997E-01,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,4.548264E+02,1.140140E+00,3.183058E-02,1.875572E+04,1.918264E+04,1.149573E+00,1.342478E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
17:00:00,1.860182E+04,1.965688E+03,1.140140E+00,1.375667E-01,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,2.713645E+02,1.140140E+00,1.899118E-02,1.875572E+04,1.894318E+04,1.149573E+00,1.325720E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
17:15:00,1.860182E+04,1.408546E+03,1.140140E+00,9.857568E-02,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,1.305720E+02,1.140140E+00,9.137951E-03,1.875572E+04,1.843366E+04,1.149573E+00,1.290061E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
17:30:00,1.860182E+04,9.429620E+02,1.140140E+00,6.599228E-02,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,4.021040E+01,1.140140E+00,2.814086E-03,1.875572E+04,1.768268E+04,1.149573E+00,1.237505E+00,1.875572E+04,7.591516E+01,1.149573E+00,5.349761E-03 
17:45:00,1.860182E+04,5.397132E+02,1.140140E+00,3.777130E-02,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.875572E+04,1.666498E+04,1.149573E+00,1.166282E+00,1.875572E+04,2.350229E+02,1.149573E+00,1.648509E-02 
18:00:00,1.860182E+04,2.565168E+02,1.140140E+00,1.795208E-02,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.875572E+04,1.536189E+04,1.149573E+00,1.075087E+00,1.875572E+04,3.695920E+02,1.149573E+00,2.590269E-02 
18:15:00,1.860182E+04,8.068865E+01,1.140140E+00,5.646917E-03,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.875572E+04,1.369570E+04,1.149573E+00,9.584804E-01,1.875572E+04,4.736804E+02,1.149573E+00,3.318717E-02 
18:30:00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.875572E+04,1.172350E+04,1.149573E+00,8.204578E-01,1.875572E+04,4.134630E+02,1.149573E+00,2.893599E-02 
18:45:00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.875572E+04,9.536537E+03,1.149573E+00,6.674052E-01,1.875572E+04,2.543553E+02,1.149573E+00,1.780066E-02 
19:00:00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.875572E+04,7.213646E+03,1.149573E+00,5.048400E-01,1.875572E+04,1.197862E+02,1.149573E+00,8.383059E-03 
19:15:00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.875572E+04,5.041735E+03,1.149573E+00,3.528409E-01,1.875572E+04,1.569777E+01,1.149573E+00,1.098587E-03 
19:30:00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.875572E+04,3.124887E+03,1.149573E+00,2.186922E-01,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
19:45:00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.875572E+04,1.616585E+03,1.149573E+00,1.131352E-01,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
20:00:00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.875572E+04,6.784095E+02,1.149573E+00,4.747783E-02,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
20:15:00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.875572E+04,1.692486E+02,1.149573E+00,1.184470E-02,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
20:30:00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
20:45:00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
21:00:00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
21:15:00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
21:30:00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
21:45:00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
22:00:00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
22:15:00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
22:30:00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
22:45:00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
23:00:00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
23:15:00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
23:30:00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
23:45:00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
24:00:00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,0.000000E+00,1.140140E+00,0.000000E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00,1.875572E+04,0.000000E+00,1.149573E+00,0.000000E+00 
Peak,1.860182E+04,1.148412E+04,1.140140E+00,8.037024E-01,1.493605E+05,0.000000E+00,9.154578E+00,0.000000E+00,1.860182E+04,1.543180E+04,1.140140E+00,1.079977E+00,1.875572E+04,1.918264E+04,1.149573E+00,1.342478E+00,1.875572E+04,4.736804E+02,1.149573E+00,3.318717E-02 

Peak Vol Flow (m3/s),,,9.469419E-01,6.675141E-01,,,7.603324E+00,0.000000E+00,,,9.469419E-01,8.969732E-01,,,9.547761E-01,1.114993E+00,,,9.547761E-01,2.756356E-02 
